file_path,modifications,total_churn,total_added,total_deleted,unique_commits,first_seen,last_seen,lifespan_years,churn_density
tests\test_polynomial.py,1,8,4,4,1,2007-12-30 03:36:50+00:00,2007-12-30 03:36:50+00:00,0.0,16.0
tests\test_misc_util.py,1,6,3,3,1,2006-07-28 21:19:31+00:00,2006-07-28 21:19:31+00:00,0.0,12.0
tests\test_getlimits.py,1,10,4,6,1,2007-12-30 03:36:50+00:00,2007-12-30 03:36:50+00:00,0.0,20.0
scipy\corerandom\setup.py,1,12,12,0,1,2005-12-25 10:19:10+00:00,2005-12-25 10:19:10+00:00,0.0,24.0
scipy\corelinalg\setup.py,1,31,31,0,1,2005-12-25 10:19:10+00:00,2005-12-25 10:19:10+00:00,0.0,62.0
scipy\corelinalg\linalg.py,1,7,7,0,1,2005-12-26 06:42:10+00:00,2005-12-26 06:42:10+00:00,0.0,14.0
scipy\distutils\log.py,1,2,1,1,1,2005-12-14 08:31:28+00:00,2005-12-14 08:31:28+00:00,0.0,4.0
scipy\distutils\lib2def.py,1,116,116,0,1,2005-10-12 09:58:13+00:00,2005-10-12 09:58:13+00:00,0.0,232.0
scipy\distutils\fcompiler\none.py,1,24,24,0,1,2005-11-21 09:41:01+00:00,2005-11-21 09:41:01+00:00,0.0,48.0
scipy\basic\fft.py,1,2,1,1,1,2005-11-16 10:44:51+00:00,2005-11-16 10:44:51+00:00,0.0,4.0
scipy\corelib\fftpack_lite\fftpackmodule.c,1,264,264,0,1,2005-09-14 23:58:12+00:00,2005-09-14 23:58:12+00:00,0.0,528.0
scipy\corelib\fftpack_lite\fftpack.h,1,28,28,0,1,2005-09-21 09:15:16+00:00,2005-09-21 09:15:16+00:00,0.0,56.0
scipy\corelib\fftpack_lite\fftpack.c,1,1501,1501,0,1,2005-09-14 23:58:12+00:00,2005-09-14 23:58:12+00:00,0.0,3002.0
scipy\corelib\blasdot\cblas.h,1,578,578,0,1,2005-10-04 08:09:47+00:00,2005-10-04 08:09:47+00:00,0.0,1156.0
scipy\corelib\__init__.py,1,5,5,0,1,2005-12-16 09:49:56+00:00,2005-12-16 09:49:56+00:00,0.0,10.0
scipy\corefft\setup.py,1,20,20,0,1,2005-12-25 10:19:10+00:00,2005-12-25 10:19:10+00:00,0.0,40.0
scipy\corefft\fftpack.py,1,7,7,0,1,2005-12-26 06:42:10+00:00,2005-12-26 06:42:10+00:00,0.0,14.0
tools\swig\test\testVector.py,1,2,1,1,1,2015-02-15 00:18:04+00:00,2015-02-15 00:18:04+00:00,0.0,4.0
tools\swig\test\testTensor.py,1,2,1,1,1,2015-02-15 00:18:04+00:00,2015-02-15 00:18:04+00:00,0.0,4.0
tools\swig\test\testSuperTensor.py,1,2,1,1,1,2015-02-15 00:18:04+00:00,2015-02-15 00:18:04+00:00,0.0,4.0
tools\swig\test\testMatrix.py,1,2,1,1,1,2015-02-15 00:18:04+00:00,2015-02-15 00:18:04+00:00,0.0,4.0
tools\swig\test\testFlat.py,1,200,200,0,1,2015-05-25 18:05:05+00:00,2015-05-25 18:05:05+00:00,0.0,400.0
tools\swig\test\testFarray.py,1,2,1,1,1,2015-02-15 00:18:04+00:00,2015-02-15 00:18:04+00:00,0.0,4.0
tools\swig\test\Flat.h,1,34,34,0,1,2015-05-25 18:05:05+00:00,2015-05-25 18:05:05+00:00,0.0,68.0
tools\swig\test\ArrayZ.h,1,56,56,0,1,2014-11-08 02:43:04+00:00,2014-11-08 02:43:04+00:00,0.0,112.0
scipy\base\_scipy_number.c,1,781,0,781,1,2005-09-14 22:42:37+00:00,2005-09-14 22:42:37+00:00,0.0,1562.0
scipy\base\_scipy_mapping.c,1,593,0,593,1,2005-09-14 22:42:37+00:00,2005-09-14 22:42:37+00:00,0.0,1186.0
scipy\base\_compiled_base.c,1,734,0,734,1,2005-09-14 22:45:14+00:00,2005-09-14 22:45:14+00:00,0.0,1468.0
scimath.py,1,366,359,7,1,2007-12-30 03:36:50+00:00,2007-12-30 03:36:50+00:00,0.0,732.0
scipy\base\numerix.py,1,95,0,95,1,2005-09-14 22:42:37+00:00,2005-09-14 22:42:37+00:00,0.0,190.0
scipy\base\mlab.py,1,14,14,0,1,2005-12-28 03:17:55+00:00,2005-12-28 03:17:55+00:00,0.0,28.0
scipy\base\src\_signbit.c,1,32,32,0,1,2005-09-16 21:58:35+00:00,2005-09-16 21:58:35+00:00,0.0,64.0
scipy\base\scipy_base_version.py,1,27,0,27,1,2005-09-14 22:42:37+00:00,2005-09-14 22:42:37+00:00,0.0,54.0
scipy\base\ppimport.py,1,442,0,442,1,2005-09-23 05:25:23+00:00,2005-09-23 05:25:23+00:00,0.0,884.0
scipy\base\pexec.py,1,63,0,63,1,2005-09-23 05:25:23+00:00,2005-09-23 05:25:23+00:00,0.0,126.0
scipy\base\oldscipy.py,1,10,0,10,1,2005-09-19 23:41:29+00:00,2005-09-19 23:41:29+00:00,0.0,20.0
scipy\base\tests\test_matrix_base.py,1,10,5,5,1,2005-09-29 10:08:32+00:00,2005-09-29 10:08:32+00:00,0.0,20.0
scipy\base\tests\test_limits.py,1,10,5,5,1,2005-09-29 10:08:32+00:00,2005-09-29 10:08:32+00:00,0.0,20.0
scipy\base\tests\test_basic.py,1,12,6,6,1,2005-09-29 10:08:32+00:00,2005-09-29 10:08:32+00:00,0.0,24.0
scipy\basic\tests\test_helper.py,1,45,45,0,1,2005-10-13 11:36:03+00:00,2005-10-13 11:36:03+00:00,0.0,90.0
scipy\basic\fft_lite.py,1,312,0,312,1,2005-12-16 12:52:24+00:00,2005-12-16 12:52:24+00:00,0.0,624.0
numpy\lib\test_shape_base.py,1,6,3,3,1,2006-01-04 19:00:27+00:00,2006-01-04 19:00:27+00:00,0.0,12.0
numpy\matrx\setupscons.py,1,13,13,0,1,2009-09-16 07:12:46+00:00,2009-09-16 07:12:46+00:00,0.0,26.0
numpy\matrx\setup.py,1,13,13,0,1,2009-09-16 07:12:46+00:00,2009-09-16 07:12:46+00:00,0.0,26.0
numpy\matrx\defmatrix.py,1,6,3,3,1,2009-09-16 07:12:46+00:00,2009-09-16 07:12:46+00:00,0.0,12.0
numpy\matrx\__init__.py,1,7,7,0,1,2009-09-16 07:12:46+00:00,2009-09-16 07:12:46+00:00,0.0,14.0
numpy\matrx\tests\test_numeric.py,1,8,8,0,1,2009-09-16 07:12:46+00:00,2009-09-16 07:12:46+00:00,0.0,16.0
numpy\matrx\tests\test_multiarray.py,1,16,16,0,1,2009-09-16 07:13:42+00:00,2009-09-16 07:13:42+00:00,0.0,32.0
numpy\matrx\tests\test_defmatrix.py,1,4,3,1,1,2009-09-16 07:12:46+00:00,2009-09-16 07:12:46+00:00,0.0,8.0
numpy\numarray\numpy_numarray\numcomplex.h,1,252,252,0,1,2006-06-20 05:36:20+00:00,2006-06-20 05:36:20+00:00,0.0,504.0
numpy\numarray\numpy_numarray\ieeespecial.h,1,124,124,0,1,2006-06-20 05:36:20+00:00,2006-06-20 05:36:20+00:00,0.0,248.0
numpy\numarray\numpy_numarray\cfunc.h,1,78,78,0,1,2006-06-20 05:36:20+00:00,2006-06-20 05:36:20+00:00,0.0,156.0
numpy\testing\scipytest.py,1,2,1,1,1,2006-01-04 19:00:27+00:00,2006-01-04 19:00:27+00:00,0.0,4.0
numpy\testing\nose_tools\utils.py,1,2229,2229,0,1,2017-07-04 19:47:45+00:00,2017-07-04 19:47:45+00:00,0.0,4458.0
numpy\testing\nose_tools\parameterized.py,1,489,489,0,1,2017-07-05 01:37:48+00:00,2017-07-05 01:37:48+00:00,0.0,978.0
numpy\waf_utils\__init__.py,1,79,79,0,1,2011-03-07 00:30:42+00:00,2011-03-07 00:30:42+00:00,0.0,158.0
scipy\base\core_version.py,1,1,0,1,1,2005-09-14 22:42:37+00:00,2005-09-14 22:42:37+00:00,0.0,2.0
numpy\doc\cython\run_test.py,1,3,3,0,1,2008-04-09 01:54:54+00:00,2008-04-09 01:54:54+00:00,0.0,6.0
numpy\doc\reference\howtofind.py,1,9,9,0,1,2008-07-10 17:43:25+00:00,2008-07-10 17:43:25+00:00,0.0,18.0
numpy\doc\swig\Vector.h,1,58,58,0,1,2007-04-04 19:57:37+00:00,2007-04-04 19:57:37+00:00,0.0,116.0
numpy\doc\swig\Tensor.h,1,52,52,0,1,2007-04-04 22:41:56+00:00,2007-04-04 22:41:56+00:00,0.0,104.0
numpy\doc\swig\Matrix.h,1,52,52,0,1,2007-04-04 19:57:37+00:00,2007-04-04 19:57:37+00:00,0.0,104.0
numpy\doc\reference\performance.py,1,9,9,0,1,2008-07-10 17:43:25+00:00,2008-07-10 17:43:25+00:00,0.0,18.0
numpy\doc\reference\misc.py,1,9,9,0,1,2008-07-10 17:43:25+00:00,2008-07-10 17:43:25+00:00,0.0,18.0
numpy\doc\reference\methods_vs_functions.py,1,9,9,0,1,2008-07-10 17:43:25+00:00,2008-07-10 17:43:25+00:00,0.0,18.0
numpy\doc\reference\jargon.py,1,9,9,0,1,2008-07-17 13:17:45+00:00,2008-07-17 13:17:45+00:00,0.0,18.0
numpy\doc\reference\io.py,1,9,9,0,1,2008-07-10 17:43:25+00:00,2008-07-10 17:43:25+00:00,0.0,18.0
numpy\doc\swig\test\Vector.h,1,58,0,58,1,2007-12-15 18:54:52+00:00,2007-12-15 18:54:52+00:00,0.0,116.0
numpy\doc\swig\test\Tensor.h,1,52,0,52,1,2007-12-15 18:54:52+00:00,2007-12-15 18:54:52+00:00,0.0,104.0
numpy\doc\swig\test\Matrix.h,1,52,0,52,1,2007-12-15 18:54:52+00:00,2007-12-15 18:54:52+00:00,0.0,104.0
numpy\doc\swig\test\Fortran.h,1,21,21,0,1,2008-08-12 18:46:31+00:00,2008-08-12 18:46:31+00:00,0.0,42.0
numpy\doc\swig\test\testFortran.py,1,169,169,0,1,2008-08-12 18:46:31+00:00,2008-08-12 18:46:31+00:00,0.0,338.0
numpy\fft\old.py,1,19,0,19,1,2006-08-05 06:44:20+00:00,2006-08-05 06:44:20+00:00,0.0,38.0
numpy\core\src\npy_math_private.h,1,99,99,0,1,2009-06-30 16:40:01+00:00,2009-06-30 16:40:01+00:00,0.0,198.0
numpy\core\src\npy_math.h,1,121,121,0,1,2009-02-18 17:28:30+00:00,2009-02-18 17:28:30+00:00,0.0,242.0
numpy\core\src\sorting\npy_sort_common.h,1,306,306,0,1,2011-06-06 05:03:17+00:00,2011-06-06 05:03:17+00:00,0.0,612.0
numpy\core\src\private\npy_cblas.h,1,584,584,0,1,2014-09-17 19:37:19+00:00,2014-09-17 19:37:19+00:00,0.0,1168.0
numpy\core\src\umath\override.h,1,11,11,0,1,2017-04-06 17:15:04+00:00,2017-04-06 17:15:04+00:00,0.0,22.0
numpy\core\src\umath\extobj.h,1,32,32,0,1,2017-04-28 20:54:34+00:00,2017-04-28 20:54:34+00:00,0.0,64.0
numpy\core\src\umath\_gufuncs_linalg.py,1,3,3,0,1,2013-04-08 20:19:05+00:00,2013-04-08 20:19:05+00:00,0.0,6.0
numpy\core\src\ucsnarrow.h,1,21,21,0,1,2009-04-30 08:36:00+00:00,2009-04-30 08:36:00+00:00,0.0,42.0
numpy\core\src\umath_ufunc_object.h,1,10,10,0,1,2009-04-30 08:40:50+00:00,2009-04-30 08:40:50+00:00,0.0,20.0
numpy\core\src\umath_ufunc_object.c,1,126,13,113,1,2009-04-30 08:40:50+00:00,2009-04-30 08:40:50+00:00,0.0,252.0
numpy\core\src\umath_loops.h,1,2188,2188,0,1,2009-04-30 08:40:50+00:00,2009-04-30 08:40:50+00:00,0.0,4376.0
numpy\dft\fftpack.h,1,28,0,28,1,2006-07-06 16:57:20+00:00,2006-07-06 16:57:20+00:00,0.0,56.0
numpy\dft\fftpack.c,1,1497,0,1497,1,2006-07-06 16:57:20+00:00,2006-07-06 16:57:20+00:00,0.0,2994.0
numpy\core_version.py,1,2,1,1,1,2006-01-04 19:00:27+00:00,2006-01-04 19:00:27+00:00,0.0,4.0
numpy\doc\HOWTO_DOCUMENT.py,1,274,103,171,1,2007-09-23 11:12:12+00:00,2007-09-23 11:12:12+00:00,0.0,548.0
numpy\doc\cython\setup.py,1,49,49,0,1,2008-04-09 01:54:54+00:00,2008-04-09 01:54:54+00:00,0.0,98.0
numpy\core\src\arrayshape.c,1,652,652,0,1,2009-04-30 08:39:44+00:00,2009-04-30 08:39:44+00:00,0.0,1304.0
numpy\core\src\arraysequence.h,1,6,6,0,1,2009-04-30 08:37:19+00:00,2009-04-30 08:37:19+00:00,0.0,12.0
numpy\core\src\arraysequence.c,1,149,149,0,1,2009-04-30 08:37:19+00:00,2009-04-30 08:37:19+00:00,0.0,298.0
numpy\core\src\multiarray\hashdescr.h,1,2,1,1,1,2013-09-14 18:27:22+00:00,2013-09-14 18:27:22+00:00,0.0,4.0
numpy\core\src\multiarray\nditer_pywrap.h,1,4,2,2,1,2011-04-23 16:57:43+00:00,2011-04-23 16:57:43+00:00,0.0,8.0
numpy\core\src\multiarray\multiarray_tests.c,1,158,158,0,1,2009-07-21 05:34:35+00:00,2009-07-21 05:34:35+00:00,0.0,316.0
numpy\core\src\multiarray\refcount.h,1,19,19,0,1,2009-05-05 11:08:26+00:00,2009-05-05 11:08:26+00:00,0.0,38.0
numpy\core\src\multiarray\python_xerbla.c,1,51,51,0,1,2014-12-20 02:47:55+00:00,2014-12-20 02:47:55+00:00,0.0,102.0
numpy\core\src\multiarray\new_iterator_pywrap.h,1,8,8,0,1,2011-01-10 16:47:29+00:00,2011-01-10 16:47:29+00:00,0.0,16.0
numpy\core\src\multiarray\vdot.h,1,18,18,0,1,2014-08-20 18:39:40+00:00,2014-08-20 18:39:40+00:00,0.0,36.0
numpy\core\src\multiarray\temp_elide.h,1,15,15,0,1,2016-08-30 18:58:29+00:00,2016-08-30 18:58:29+00:00,0.0,30.0
numpy\core\src\multiarray\strfuncs.h,1,13,13,0,1,2017-06-01 16:27:51+00:00,2017-06-01 16:27:51+00:00,0.0,26.0
numpy\core\src\numpyos.h,1,25,25,0,1,2009-04-30 08:34:41+00:00,2009-04-30 08:34:41+00:00,0.0,50.0
numpy\core\src\npysort\npy_sort_common.h,1,32,30,2,1,2011-06-14 19:26:09+00:00,2011-06-14 19:26:09+00:00,0.0,64.0
numpy\core\src\npymath\npy_math.c,1,9,9,0,1,2017-03-06 18:11:34+00:00,2017-03-06 18:11:34+00:00,0.0,18.0
numpy\core\src\npymath\_signbit.c,1,6,3,3,1,2013-01-05 22:15:44+00:00,2013-01-05 22:15:44+00:00,0.0,12.0
numpy\core\ma\mstats.py,1,433,433,0,1,2007-12-15 00:38:47+00:00,2007-12-15 00:38:47+00:00,0.0,866.0
numpy\core\src\arrayconvert_datatype.h,1,7,7,0,1,2009-04-30 08:38:30+00:00,2009-04-30 08:38:30+00:00,0.0,14.0
numpy\core\src\arrayconvert.h,1,4,4,0,1,2009-04-30 08:38:52+00:00,2009-04-30 08:38:52+00:00,0.0,8.0
numpy\core\src\array_item_selection.c,1,1773,1773,0,1,2009-04-30 08:40:04+00:00,2009-04-30 08:40:04+00:00,0.0,3546.0
numpy\core\src\arraynumber.h,1,19,19,0,1,2009-04-30 08:36:59+00:00,2009-04-30 08:36:59+00:00,0.0,38.0
numpy\core\src\arraynumber.c,1,807,807,0,1,2009-04-30 08:36:59+00:00,2009-04-30 08:36:59+00:00,0.0,1614.0
numpy\core\src\arraymethods.h,1,5,5,0,1,2009-04-30 08:37:38+00:00,2009-04-30 08:37:38+00:00,0.0,10.0
numpy\core\src\arraymapping.h,1,35,35,0,1,2009-04-30 08:36:36+00:00,2009-04-30 08:36:36+00:00,0.0,70.0
numpy\core\src\arraymapping.c,1,990,990,0,1,2009-04-30 08:36:36+00:00,2009-04-30 08:36:36+00:00,0.0,1980.0
numpy\core\src\arrayiterators.h,1,38,38,0,1,2009-04-30 08:35:40+00:00,2009-04-30 08:35:40+00:00,0.0,76.0
numpy\core\src\arrayiterators.c,1,2380,2380,0,1,2009-04-30 08:35:40+00:00,2009-04-30 08:35:40+00:00,0.0,4760.0
numpy\core\src\arraygetset.h,1,6,6,0,1,2009-04-30 08:36:59+00:00,2009-04-30 08:36:59+00:00,0.0,12.0
numpy\core\src\arraygetset.c,1,882,882,0,1,2009-04-30 08:36:59+00:00,2009-04-30 08:36:59+00:00,0.0,1764.0
numpy\core\src\arrayflagsobject.c,1,489,489,0,1,2009-04-30 08:35:00+00:00,2009-04-30 08:35:00+00:00,0.0,978.0
numpy\core\src\arrayctors.h,1,48,48,0,1,2009-04-30 08:38:05+00:00,2009-04-30 08:38:05+00:00,0.0,96.0
numpy\core\src\arrayshape.h,1,4,4,0,1,2009-04-30 08:39:44+00:00,2009-04-30 08:39:44+00:00,0.0,8.0
numpy\core\include\numpy_numarray\numcomplex.h,1,252,0,252,1,2006-06-20 07:27:43+00:00,2006-06-20 07:27:43+00:00,0.0,504.0
numpy\core\include\numpy_numarray\libnumarray.h,1,615,0,615,1,2006-06-20 07:27:43+00:00,2006-06-20 07:27:43+00:00,0.0,1230.0
numpy\core\include\numpy_numarray\ieeespecial.h,1,124,0,124,1,2006-06-20 07:27:43+00:00,2006-06-20 07:27:43+00:00,0.0,248.0
numpy\core\include\numpy_numarray\cfunc.h,1,78,0,78,1,2006-06-20 07:27:43+00:00,2006-06-20 07:27:43+00:00,0.0,156.0
numpy\core\include\numpy_numarray\arraybase.h,1,64,0,64,1,2006-06-20 07:27:43+00:00,2006-06-20 07:27:43+00:00,0.0,128.0
numpy\core\matrix.py,1,2,1,1,1,2006-01-04 19:00:27+00:00,2006-01-04 19:00:27+00:00,0.0,4.0
numpy\core\ma\version.py,1,11,11,0,1,2007-12-15 00:38:47+00:00,2007-12-15 00:38:47+00:00,0.0,22.0
numpy\core\ma\timer_comparison.py,1,461,461,0,1,2007-12-15 00:38:47+00:00,2007-12-15 00:38:47+00:00,0.0,922.0
numpy\core\ma\testutils.py,1,220,220,0,1,2007-12-15 00:38:47+00:00,2007-12-15 00:38:47+00:00,0.0,440.0
numpy\core\ma\tests\test_subclassing.py,1,183,183,0,1,2007-12-15 00:38:47+00:00,2007-12-15 00:38:47+00:00,0.0,366.0
numpy\core\ma\tests\test_mstats.py,1,174,174,0,1,2007-12-15 00:38:47+00:00,2007-12-15 00:38:47+00:00,0.0,348.0
numpy\core\ma\tests\test_mrecords.py,1,180,180,0,1,2007-12-15 00:38:47+00:00,2007-12-15 00:38:47+00:00,0.0,360.0
numpy\core\ma\tests\test_morestats.py,1,114,114,0,1,2007-12-15 00:38:47+00:00,2007-12-15 00:38:47+00:00,0.0,228.0
numpy\core\ma\tests\test_extras.py,1,331,331,0,1,2007-12-15 00:38:47+00:00,2007-12-15 00:38:47+00:00,0.0,662.0
numpy\core\ma\tests\test_core.py,1,1318,1318,0,1,2007-12-15 00:38:47+00:00,2007-12-15 00:38:47+00:00,0.0,2636.0
numpy\core\ma\setup.py,1,19,19,0,1,2007-12-15 00:38:47+00:00,2007-12-15 00:38:47+00:00,0.0,38.0
numpy\core\include\fenv.h,1,224,224,0,1,2006-02-17 11:47:25+00:00,2006-02-17 11:47:25+00:00,0.0,448.0
numpy\core\include\fenv.c,1,38,38,0,1,2006-02-17 11:47:25+00:00,2006-02-17 11:47:25+00:00,0.0,76.0
numpy\core\cversions.py,1,15,15,0,1,2014-05-04 22:17:00+00:00,2014-05-04 22:17:00+00:00,0.0,30.0
numpy\core\include\numpy\new_iterator.h,1,172,0,172,1,2011-01-07 21:23:39+00:00,2011-01-07 21:23:39+00:00,0.0,344.0
numpy\core\include\numpy\libnumarray.h,1,646,646,0,1,2006-06-19 20:04:39+00:00,2006-06-19 20:04:39+00:00,0.0,1292.0
numpy\core\include\numpy\arraybase.h,1,65,65,0,1,2006-06-19 20:04:39+00:00,2006-06-19 20:04:39+00:00,0.0,130.0
numpy\core\include\numpy\nummacro.h,1,363,363,0,1,2006-06-19 20:04:39+00:00,2006-06-19 20:04:39+00:00,0.0,726.0
numpy\core\include\numpy\numcomplex.h,1,252,252,0,1,2006-06-19 20:04:39+00:00,2006-06-19 20:04:39+00:00,0.0,504.0
numpy\core\include\numpy\npy_fpmath.h,1,41,41,0,1,2009-11-09 03:09:58+00:00,2009-11-09 03:09:58+00:00,0.0,82.0
numpy\core\ma\mrecords.py,1,717,717,0,1,2007-12-15 00:38:47+00:00,2007-12-15 00:38:47+00:00,0.0,1434.0
numpy\core\ma\morestats.py,1,406,406,0,1,2007-12-15 00:38:47+00:00,2007-12-15 00:38:47+00:00,0.0,812.0
numpy\core\ma\extras.py,1,722,722,0,1,2007-12-15 00:38:47+00:00,2007-12-15 00:38:47+00:00,0.0,1444.0
numpy\core\ma\core.py,1,2979,2979,0,1,2007-12-15 00:38:47+00:00,2007-12-15 00:38:47+00:00,0.0,5958.0
numpy\core\ma\bench.py,1,198,198,0,1,2007-12-15 00:38:47+00:00,2007-12-15 00:38:47+00:00,0.0,396.0
numpy\core\ma\__init__.py,1,22,22,0,1,2007-12-15 00:38:47+00:00,2007-12-15 00:38:47+00:00,0.0,44.0
numpy\core\include\numpy_numarray\nummacro.h,1,361,0,361,1,2006-06-20 07:27:43+00:00,2006-06-20 07:27:43+00:00,0.0,722.0
numpy\_build_utils\src\apple_sgemv_fix.c,1,2,1,1,1,2016-01-27 23:42:42+00:00,2016-01-27 23:42:42+00:00,0.0,4.0
numpy\_build_utils\apple_accelerate.py,1,2,2,0,1,2015-12-06 02:16:00+00:00,2015-12-06 02:16:00+00:00,0.0,4.0
mingw32ccompiler.py,1,21,12,9,1,2006-07-28 21:19:31+00:00,2006-07-28 21:19:31+00:00,0.0,42.0
interactive.py,1,2,1,1,1,2006-12-14 14:57:08+00:00,2006-12-14 14:57:08+00:00,0.0,4.0
intelccompiler.py,1,2,1,1,1,2006-08-03 02:42:25+00:00,2006-08-03 02:42:25+00:00,0.0,4.0
index_tricks.py,1,34,18,16,1,2007-12-30 03:36:50+00:00,2007-12-30 03:36:50+00:00,0.0,68.0
getlimits.py,1,4,2,2,1,2007-12-30 03:36:50+00:00,2007-12-30 03:36:50+00:00,0.0,8.0
from_template.py,1,12,3,9,1,2006-07-06 17:12:43+00:00,2006-07-06 17:12:43+00:00,0.0,24.0
numpy\conftest.py,1,54,54,0,1,2017-08-16 16:15:18+00:00,2017-08-16 16:15:18+00:00,0.0,108.0
numpy\build_utils\apple_accelerate.py,1,21,21,0,1,2014-10-27 06:45:57+00:00,2014-10-27 06:45:57+00:00,0.0,42.0
numpy\core\include\numarray\nummacro.h,1,2,0,2,1,2006-06-20 01:03:25+00:00,2006-06-20 01:03:25+00:00,0.0,4.0
numpy\core\include\numarray\libnumarray.h,1,33,1,32,1,2006-06-20 01:03:25+00:00,2006-06-20 01:03:25+00:00,0.0,66.0
numpy\core\include\numarray\ieeespecial.h,1,124,124,0,1,2006-06-20 01:23:52+00:00,2006-06-20 01:23:52+00:00,0.0,248.0
numpy\core\include\numarray\cfunc.h,1,78,78,0,1,2006-06-20 01:03:25+00:00,2006-06-20 01:03:25+00:00,0.0,156.0
numpy\core\include\numarray\arraybase.h,1,7,3,4,1,2006-06-20 01:03:25+00:00,2006-06-20 01:03:25+00:00,0.0,14.0
numpy\core\include\noprefix.h,1,156,156,0,1,2006-07-08 00:26:22+00:00,2006-07-08 00:26:22+00:00,0.0,312.0
doc\pyrex\numpyx.pyx,1,101,0,101,1,2014-03-02 04:08:21+00:00,2014-03-02 04:08:21+00:00,0.0,202.0
environment.py,1,49,49,0,1,2006-08-03 02:42:25+00:00,2006-08-03 02:42:25+00:00,0.0,98.0
doc\swig\test\Tensor.h,1,16,8,8,1,2013-06-08 21:59:48+00:00,2013-06-08 21:59:48+00:00,0.0,32.0
doc\swig\test\SuperTensor.h,1,53,53,0,1,2013-06-08 22:02:15+00:00,2013-06-08 22:02:15+00:00,0.0,106.0
doc\swig\test\Array2.h,1,2,1,1,1,2013-03-16 12:31:39+00:00,2013-03-16 12:31:39+00:00,0.0,4.0
fcompiler\sun.py,1,7,5,2,1,2006-08-03 02:42:25+00:00,2006-08-03 02:42:25+00:00,0.0,14.0
fcompiler\pg.py,1,5,4,1,1,2006-08-03 02:42:25+00:00,2006-08-03 02:42:25+00:00,0.0,10.0
fcompiler\none.py,1,21,14,7,1,2006-08-03 02:42:25+00:00,2006-08-03 02:42:25+00:00,0.0,42.0
fcompiler\mips.py,1,7,5,2,1,2006-08-03 02:42:25+00:00,2006-08-03 02:42:25+00:00,0.0,14.0
fcompiler\lahey.py,1,5,4,1,1,2006-08-03 02:42:25+00:00,2006-08-03 02:42:25+00:00,0.0,10.0
fcompiler\ibm.py,1,7,5,2,1,2006-08-03 02:42:25+00:00,2006-08-03 02:42:25+00:00,0.0,14.0
fcompiler\hpux.py,1,5,4,1,1,2006-08-03 02:42:25+00:00,2006-08-03 02:42:25+00:00,0.0,10.0
fcompiler\compaq.py,1,23,16,7,1,2006-08-03 02:42:25+00:00,2006-08-03 02:42:25+00:00,0.0,46.0
fcompiler\absoft.py,1,7,5,2,1,2006-08-03 02:42:25+00:00,2006-08-03 02:42:25+00:00,0.0,14.0
exec_command.py,1,52,20,32,1,2006-08-03 02:42:25+00:00,2006-08-03 02:42:25+00:00,0.0,104.0
numpy\_distributor_init.py,1,10,10,0,1,2016-02-11 21:24:41+00:00,2016-02-11 21:24:41+00:00,0.0,20.0
distutils\pgfcompiler.py,1,42,0,42,1,2005-09-14 22:08:46+00:00,2005-09-14 22:08:46+00:00,0.0,84.0
distutils\nagfcompiler.py,1,39,0,39,1,2005-09-14 22:08:46+00:00,2005-09-14 22:08:46+00:00,0.0,78.0
distutils\mipsfcompiler.py,1,56,0,56,1,2005-09-14 22:08:46+00:00,2005-09-14 22:08:46+00:00,0.0,112.0
distutils\mingw32ccompiler.py,1,213,0,213,1,2005-09-14 22:08:46+00:00,2005-09-14 22:08:46+00:00,0.0,426.0
distutils\mingw32_support.py,1,13,0,13,1,2005-09-14 22:08:46+00:00,2005-09-14 22:08:46+00:00,0.0,26.0
doc\cython\numpyx.pyx,1,127,0,127,1,2014-03-02 04:08:21+00:00,2014-03-02 04:08:21+00:00,0.0,254.0
doc\cython\c_python.pxd,1,62,0,62,1,2014-03-02 04:08:21+00:00,2014-03-02 04:08:21+00:00,0.0,124.0
distutils\vastfcompiler.py,1,51,0,51,1,2005-09-14 22:08:46+00:00,2005-09-14 22:08:46+00:00,0.0,102.0
distutils\tests\test_build_src.py,1,31,31,0,1,2005-09-14 22:12:33+00:00,2005-09-14 22:12:33+00:00,0.0,62.0
doc\pyrex\numpyx.c,1,1037,0,1037,1,2014-03-02 04:08:21+00:00,2014-03-02 04:08:21+00:00,0.0,2074.0
doc\pyrex\c_python.pxd,1,20,0,20,1,2014-03-02 04:08:21+00:00,2014-03-02 04:08:21+00:00,0.0,40.0
doc\f2py\pytest.py,1,12,0,12,1,2017-06-18 01:58:25+00:00,2017-06-18 01:58:25+00:00,0.0,24.0
doc\f2py\multiarray\bar.c,1,15,0,15,1,2017-06-18 01:58:25+00:00,2017-06-18 01:58:25+00:00,0.0,30.0
doc\sphinxext\compiler_unparse.py,1,860,860,0,1,2008-11-30 14:44:38+00:00,2008-11-30 14:44:38+00:00,0.0,1720.0
doc\sphinxext\comment_eater.py,1,158,158,0,1,2008-11-30 14:44:38+00:00,2008-11-30 14:44:38+00:00,0.0,316.0
doc\source\f2py\setup_example.py,1,7,2,5,1,2014-01-02 21:27:42+00:00,2014-01-02 21:27:42+00:00,0.0,14.0
distutils\hpuxfcompiler.py,1,41,0,41,1,2005-09-14 22:08:46+00:00,2005-09-14 22:08:46+00:00,0.0,82.0
distutils\gnufcompiler.py,1,209,0,209,1,2005-09-14 22:08:46+00:00,2005-09-14 22:08:46+00:00,0.0,418.0
