file_path,modifications,total_churn,total_added,total_deleted,unique_commits,first_seen,last_seen,lifespan_years,churn_density
scipy\testing\setup.py,3,48,32,16,3,2005-12-26 07:49:25+00:00,2005-12-26 08:02:07+00:00,0.0,96.0
numpy\matrixlib\setup.py,3,6,4,2,3,2009-09-18 09:59:24+00:00,2013-04-06 19:25:26+00:00,3.5,1.7
scipy\testing\utils.py,3,630,420,210,3,2005-12-26 07:49:25+00:00,2005-12-26 08:02:07+00:00,0.0,1260.0
numpy\ma\version.py,3,13,8,5,3,2013-02-27 20:26:58+00:00,2013-04-06 19:25:26+00:00,0.1,26.0
weave\blitz-20001213\blitz\array\indirect.h,3,696,348,348,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,331.4
weave\blitz-20001213\blitz\array\geometry.h,3,320,160,160,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,152.4
weave\blitz-20001213\blitz\array\fastiter.h,3,724,362,362,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,344.8
scipy\random.py,3,39,26,13,3,2005-10-07 09:40:12+00:00,2005-10-07 10:12:43+00:00,0.0,78.0
numpy\core\src\multiarray\cblasfuncs.h,3,13,10,3,3,2014-08-16 17:53:02+00:00,2016-01-08 16:24:44+00:00,1.4,9.3
numpy\f2py\lib\parser\test_statements2.py,3,426,213,213,3,2006-10-30 19:21:25+00:00,2006-11-03 21:57:11+00:00,0.0,852.0
numpy\lib\setupscons.py,3,34,17,17,3,2008-01-07 02:47:36+00:00,2013-01-13 17:04:44+00:00,5.0,6.8
scipy\testing\info.py,3,88,60,28,3,2005-12-26 07:49:25+00:00,2005-12-26 08:02:07+00:00,0.0,176.0
weave\blitz-20001213\blitz\array\expr.h,3,1598,799,799,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,761.0
weave\blitz-20001213\blitz\array\et.h,3,842,421,421,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,401.0
weave\blitz-20001213\blitz\array\domain.h,3,478,239,239,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,227.6
weave\blitz-20001213\blitz\array\convolve.h,3,190,95,95,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,90.5
weave\blitz-20001213\blitz\array\cgsolve.h,3,408,204,204,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,194.3
weave\blitz-20001213\blitz\array\cartesian.h,3,474,237,237,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,225.7
weave\blitz-20001213\blitz\array\asexpr.h,3,234,117,117,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,111.4
weave\blitz-20001213\blitz\array.h,3,5112,2556,2556,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,2434.3
weave\blitz-20001213\blitz\applics.h,3,906,453,453,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,431.4
numpy\numarray\include\numpy\cfunc.h,3,84,3,81,3,2011-07-26 17:07:14+00:00,2013-08-19 00:40:28+00:00,2.1,40.0
numpy\numarray\include\numpy\arraybase.h,3,109,19,90,3,2011-07-26 17:07:14+00:00,2013-08-19 00:40:28+00:00,2.1,51.9
numpy\f2py\lib\research\rat\main.c,3,114,38,76,3,2006-06-30 13:28:59+00:00,2006-11-17 00:05:37+00:00,0.4,228.0
numpy\f2py\lib\src\F_FUNC.cpp,3,102,34,68,3,2006-09-16 05:56:18+00:00,2008-07-03 19:57:24+00:00,1.8,56.7
scipy\corelinalg\info.py,3,39,32,7,3,2005-12-25 09:49:16+00:00,2005-12-26 06:42:10+00:00,0.0,78.0
numpy\f2py\lib\nary.py,3,96,32,64,3,2007-05-18 16:44:43+00:00,2008-07-03 19:57:24+00:00,1.1,87.3
scipy\corelib\random_lite\rngmodule.c,3,658,7,651,3,2005-09-16 08:21:41+00:00,2005-09-28 06:53:37+00:00,0.0,1316.0
scipy\distutils\fcompiler\gnu.py,3,42,38,4,3,2005-10-17 08:17:00+00:00,2005-11-19 19:08:06+00:00,0.1,84.0
numpy\f2py\lib\parser\__init__.py,3,38,14,24,3,2006-10-01 11:49:23+00:00,2008-07-03 19:57:24+00:00,1.8,21.1
scipy\distutils\core.py,3,23,19,4,3,2005-09-29 22:49:01+00:00,2005-12-02 21:53:20+00:00,0.2,46.0
weave\blitz-20001213\blitz\promote-old.h,3,2722,1361,1361,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,1296.2
numpy\core\src\multiarray\datetime_busdaydef.c,3,584,563,21,3,2011-06-13 23:11:20+00:00,2011-06-14 14:52:24+00:00,0.0,1168.0
weave\blitz-20001213\blitz\prettyprint.h,3,282,141,141,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,134.3
numpy\numarray\numpy\libnumarray.h,3,1224,1,1223,3,2006-07-06 16:57:20+00:00,2007-12-15 18:54:52+00:00,1.4,874.3
numpy\core\src\multiarray\boolean_ops.h,3,26,13,13,3,2011-08-26 00:48:26+00:00,2012-05-11 13:31:50+00:00,0.7,37.1
numpy\core\src\multiarray\getset.h,3,8,4,4,3,2009-04-30 08:50:42+00:00,2015-10-08 20:26:48+00:00,6.4,1.2
numpy\core\src\multiarray\global.c,3,6,3,3,3,2009-04-30 08:42:26+00:00,2009-07-05 10:49:49+00:00,0.2,12.0
numpy\f2py\lib\parser\statements2.py,3,3104,1552,1552,3,2006-10-27 06:26:54+00:00,2006-10-31 13:28:31+00:00,0.0,6208.0
numpy\f2py\lib\extgen\predefined_components.py,3,50,25,25,3,2007-08-03 19:44:53+00:00,2007-08-10 15:30:24+00:00,0.0,100.0
numpy\f2py\lib\init.py,3,220,110,110,3,2006-06-05 20:58:13+00:00,2006-06-29 09:35:39+00:00,0.1,440.0
numpy\numarray\include\numpy\nummacro.h,3,531,42,489,3,2011-07-18 17:47:39+00:00,2013-08-19 00:40:28+00:00,2.1,252.9
weave\blitz-20001213\blitz\ops.h,3,726,363,363,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,345.7
scipy\corelib\mtrand\mconf.h,3,394,197,197,3,2005-09-28 02:54:16+00:00,2005-10-09 16:55:06+00:00,0.0,788.0
scipy\corelib\mtrand\isnan.c,3,484,242,242,3,2005-09-28 02:54:16+00:00,2005-10-09 16:55:06+00:00,0.0,968.0
numpy\core\src\multiarray\na_object.h,3,81,0,81,3,2011-08-24 20:23:25+00:00,2012-05-11 13:31:50+00:00,0.7,115.7
numpy\core\src\multiarray\new_iterator.c,3,496,248,248,3,2010-12-05 20:17:39+00:00,2010-12-06 21:41:55+00:00,0.0,992.0
tools\find_deprecated_escaped_characters.py,3,121,94,27,3,2016-12-14 19:58:48+00:00,2017-02-25 14:45:43+00:00,0.2,242.0
weave\blitz-20001213\blitz\numtrait.h,3,340,170,170,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,161.9
numpy\core\src\multiarray\usertypes.h,3,28,24,4,3,2009-04-30 08:47:43+00:00,2015-10-08 20:26:48+00:00,6.4,4.4
core.py,3,56,32,24,3,2006-07-06 17:12:43+00:00,2007-05-21 13:15:45+00:00,0.9,62.2
benchmarks\benchmarks\bench_app.py,3,95,92,3,3,2015-08-22 00:29:21+00:00,2015-12-05 23:08:43+00:00,0.3,190.0
tools\allocation_tracking\setup.py,3,13,12,1,3,2012-06-18 09:50:28+00:00,2013-04-06 19:25:26+00:00,0.8,16.2
numpy\core\src\multiarray\numpymemoryview.h,3,60,30,30,3,2010-02-20 18:09:45+00:00,2016-12-08 11:07:56+00:00,6.8,8.8
numpy\core\src\multiarray\numpyos.h,3,11,10,1,3,2010-02-20 18:05:03+00:00,2016-04-19 17:13:21+00:00,6.2,1.8
weave\blitz-20001213\blitz\vecpickiter.h,3,494,247,247,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,235.2
weave\blitz-20001213\blitz\vecpick.h,3,762,381,381,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,362.9
weave\blitz-20001213\blitz\veciter.h,3,558,279,279,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,265.7
weave\blitz-20001213\blitz\vecglobs.h,3,252,126,126,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,120.0
weave\blitz-20001213\blitz\vecexprwrap.h,3,310,155,155,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,147.6
weave\blitz-20001213\blitz\vecexpr.h,3,722,361,361,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,343.8
numpy\doc\pyrex\run_test.py,3,9,3,6,3,2006-03-14 07:53:59+00:00,2007-12-15 18:54:52+00:00,1.8,5.0
weave\blitz-20001213\blitz\tvecglobs.h,3,288,144,144,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,137.1
weave\blitz-20001213\blitz\tvcross.h,3,234,117,117,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,111.4
weave\blitz-20001213\blitz\tuning.h,3,452,226,226,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,215.2
weave\blitz-20001213\blitz\traversal.h,3,504,252,252,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,240.0
weave\blitz-20001213\blitz\tinyveciter.h,3,458,229,229,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,218.1
weave\blitz-20001213\blitz\tinyvec.h,3,1044,522,522,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,497.1
numpy\numarray\setupscons.py,3,30,15,15,3,2008-01-07 02:46:49+00:00,2013-01-13 17:04:44+00:00,5.0,6.0
numpy\f2py\lib\analyzefortran.py,3,276,138,138,3,2006-09-08 08:29:12+00:00,2006-10-01 11:49:23+00:00,0.1,552.0
numpy\numarray\numpy_numarray\libnumarray.h,3,621,616,5,3,2006-06-20 05:36:20+00:00,2006-06-20 08:46:02+00:00,0.0,1242.0
numpy\numarray\numpy_numarray\arraybase.h,3,70,66,4,3,2006-06-20 05:36:20+00:00,2006-06-20 08:46:02+00:00,0.0,140.0
numpy\f2py\lib\api.py,3,38,14,24,3,2006-10-02 20:21:11+00:00,2008-07-03 19:57:24+00:00,1.7,22.4
weave\blitz-20001213\blitz\vecwhere.h,3,390,195,195,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,185.7
weave\blitz-20001213\blitz\numinquire.h,3,766,383,383,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,364.8
numpy\doc\swig\test\testMatrix.py,3,399,15,384,3,2007-12-15 18:54:52+00:00,2008-08-12 18:46:31+00:00,0.7,570.0
numpy\doc\swig\test\testTensor.py,3,439,15,424,3,2007-12-15 18:54:52+00:00,2008-08-12 18:46:31+00:00,0.7,627.1
numpy\doc\swig\test\testVector.py,3,418,15,403,3,2007-12-15 18:54:52+00:00,2008-08-12 18:46:31+00:00,0.7,597.1
weave\blitz-20001213\blitz\vector.h,3,1154,577,577,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,549.5
numpy\f2py\__main__.py,3,43,35,8,3,2015-02-13 00:12:52+00:00,2015-12-06 02:16:00+00:00,0.8,53.8
weave\code_blocks.py,3,280,140,140,3,2002-01-03 19:50:46+00:00,2002-09-12 06:54:21+00:00,0.7,400.0
scipy_distutils\command\install_data.py,3,15,14,1,3,2001-12-18 15:45:10+00:00,2003-03-25 10:41:21+00:00,1.3,11.5
weave\blitz-20001213\blitz\zero.h,3,348,174,174,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,165.7
weave\blitz-20001213\blitz\mstruct.h,3,416,208,208,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,198.1
numpy\doc\swig\test2D.py,3,1520,760,760,3,2007-04-04 17:35:36+00:00,2007-04-05 22:20:15+00:00,0.0,3040.0
numpy\doc\swig\testMatrix.py,3,369,367,2,3,2007-04-05 22:20:15+00:00,2007-04-06 19:45:03+00:00,0.0,738.0
numpy\doc\swig\testTensor.py,3,411,408,3,3,2007-04-05 22:20:15+00:00,2007-04-06 19:45:03+00:00,0.0,822.0
weave\blitz-20001213\blitz\minmax.h,3,238,119,119,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,113.3
numpy\doc\swig\testVector.py,3,402,393,9,3,2007-04-05 22:20:15+00:00,2007-04-06 19:45:03+00:00,0.0,804.0
weave\blitz-20001213\blitz\meta\vecassign.h,3,308,154,154,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,146.7
scipy\corelib\mtrand\protos.h,3,398,199,199,3,2005-09-28 02:54:16+00:00,2005-10-09 16:55:06+00:00,0.0,796.0
weave\blitz-20001213\blitz\meta\sum.h,3,262,131,131,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,124.8
weave\blitz-20001213\blitz\meta\product.h,3,260,130,130,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,123.8
scipy\weave\c_spec.py,3,502,20,482,3,2005-10-26 04:52:01+00:00,2006-01-02 08:26:24+00:00,0.2,1004.0
scipy\weave\blitz_tools.py,3,140,7,133,3,2005-11-22 13:51:15+00:00,2006-01-02 08:26:24+00:00,0.1,280.0
weave\scxx\PWOBase.h,3,514,257,257,3,2002-01-03 19:50:46+00:00,2002-09-28 08:59:30+00:00,0.7,734.3
weave\blitz-20001213\blitz\meta\metaprog.h,3,264,132,132,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,125.7
weave\blitz-20001213\blitz\etbase.h,3,194,97,97,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,92.4
weave\misc.py,3,428,214,214,3,2002-01-03 19:50:46+00:00,2002-09-12 06:54:21+00:00,0.7,611.4
weave\blitz-20001213\blitz\meta\matvec.h,3,546,273,273,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,260.0
weave\blitz-20001213\blitz\meta\matmat.h,3,384,192,192,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,182.9
weave\blitz-20001213\blitz\extremum.h,3,294,147,147,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,140.0
weave\blitz-20001213\blitz\meta\matassign.h,3,292,146,146,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,139.0
numpy\doc\swig\test\testFarray.py,3,324,162,162,3,2007-11-30 03:58:34+00:00,2007-12-29 02:21:56+00:00,0.1,648.0
weave\blitz-20001213\blitz\matexpr.h,3,488,244,244,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,232.4
numpy\core\include\numpy\npy_no_deprecated_api.h,3,27,23,4,3,2012-02-10 23:29:34+00:00,2012-04-02 03:58:17+00:00,0.1,54.0
numpy\doc\swig\test1D.py,3,1597,157,1440,3,2007-04-04 17:35:36+00:00,2007-04-05 22:20:15+00:00,0.0,3194.0
weave\blitz-20001213\blitz\array\iter.h,3,586,293,293,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,279.0
weave\blitz-20001213\blitz\matgen.h,3,544,272,272,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,259.0
weave\blitz-20001213\blitz\mathf2.h,3,660,330,330,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,314.3
doc\pyrex\setup.py,3,54,3,51,3,2013-02-27 20:26:58+00:00,2014-03-02 04:08:21+00:00,1.0,54.0
weave\blitz-20001213\blitz\mathfunc.h,3,5612,2806,2806,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,2672.4
weave\blitz-20001213\blitz\meta\dot.h,3,342,171,171,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,162.9
weave\blitz-20001213\blitz\array\map.h,3,1106,553,553,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,526.7
weave\blitz-20001213\blitz\rand-normal.h,3,320,160,160,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,152.4
weave\blitz-20001213\blitz\rand-dunif.h,3,276,138,138,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,131.4
weave\blitz-20001213\blitz\promote.h,3,450,225,225,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,214.3
numpy\core\include\numpy\mingw_amd64_fenv.h,3,220,110,110,3,2009-02-23 16:14:55+00:00,2009-05-06 09:39:02+00:00,0.2,440.0
weave\blitz-20001213\blitz\array\multi.h,3,274,137,137,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,130.5
weave\blitz-20001213\blitz\matltri.h,3,498,249,249,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,237.1
weave\blitz-20001213\blitz\array\reduce.h,3,788,394,394,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,375.2
doc\numpy.scipy.org\conf.py,3,212,2,210,3,2010-01-16 03:17:29+00:00,2010-10-04 18:54:43+00:00,0.7,302.9
weave\blitz-20001213\blitz\matref.h,3,268,134,134,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,127.6
weave\blitz-20001213\blitz\matrix.h,3,612,306,306,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,291.4
numpy\core\include\numpy\cpuarch.h,3,59,45,14,3,2008-11-25 13:56:49+00:00,2008-12-23 03:51:56+00:00,0.1,118.0
doc\f2py\collectinput.py,3,95,6,89,3,2017-05-09 08:56:45+00:00,2017-06-18 01:58:25+00:00,0.1,190.0
doc\cython\setup.py,3,55,3,52,3,2013-02-27 20:26:58+00:00,2014-03-02 04:08:21+00:00,1.0,55.0
weave\blitz-20001213\blitz\array\shape.h,3,306,153,153,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,145.7
scipy\lib\setup.py,3,44,0,44,3,2005-12-30 12:00:24+00:00,2005-12-30 12:11:57+00:00,0.0,88.0
weave\blitz-20001213\blitz\matsymm.h,3,488,244,244,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,232.4
numpy\random\setupscons.py,3,88,44,44,3,2008-01-07 02:43:05+00:00,2013-01-13 17:04:44+00:00,5.0,17.6
numpy\random\oldrngstats.py,3,72,36,36,3,2006-06-09 23:52:23+00:00,2006-07-06 16:57:20+00:00,0.1,144.0
numpy\random\old.py,3,536,268,268,3,2006-06-09 23:52:23+00:00,2006-07-06 16:57:20+00:00,0.1,1072.0
weave\blitz-20001213\blitz\mattoep.h,3,458,229,229,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,218.1
weave\blitz-20001213\blitz\array\slice.h,3,372,186,186,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,177.1
weave\blitz-20001213\blitz\array\stencil-et.h,3,804,402,402,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,382.9
numpy\testing\pkgtester.py,3,56,28,28,3,2008-06-17 00:23:20+00:00,2008-06-21 15:50:17+00:00,0.0,112.0
weave\blitz-20001213\blitz\array\stencilops.h,3,2454,1227,1227,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,1168.6
scipy\corelib\fftpack_lite\fftpack_litemodule.c,3,12,7,5,3,2005-09-16 07:52:15+00:00,2005-10-09 08:07:32+00:00,0.1,24.0
tools\win32build\build-cpucaps.py,3,34,17,17,3,2014-06-04 19:06:12+00:00,2017-02-25 22:15:35+00:00,2.7,12.6
weave\blitz-20001213\blitz\array\storage.h,3,708,354,354,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,337.1
tools\swig\test\testFortran.py,3,14,2,12,3,2015-02-15 00:18:04+00:00,2015-12-20 09:08:29+00:00,0.8,17.5
weave\blitz-20001213\blitz\tinymatexpr.h,3,260,130,130,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,123.8
benchmarks\benchmarks\bench_random.py,3,69,68,1,3,2015-08-22 00:29:21+00:00,2017-02-18 20:16:16+00:00,1.5,46.0
numpy\tests\test_warnings.py,3,96,90,6,3,2016-01-29 00:17:55+00:00,2017-07-04 19:47:45+00:00,1.4,68.6
weave\blitz-20001213\blitz\matuops.h,3,2440,1220,1220,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,1161.9
benchmarks\benchmarks\bench_reduce.py,3,79,73,6,3,2015-08-22 00:29:21+00:00,2017-08-01 20:29:36+00:00,1.9,41.6
scipy\base\tests\test_index_tricks.py,3,26,11,15,3,2005-09-29 10:08:32+00:00,2005-12-26 07:49:25+00:00,0.2,52.0
scipy\base\tests\test_getlimits.py,3,53,31,22,3,2005-10-13 11:00:13+00:00,2005-12-26 07:49:25+00:00,0.2,106.0
scipy\fftpack\helper.py,3,101,84,17,3,2005-10-07 05:32:15+00:00,2005-10-07 09:02:50+00:00,0.0,202.0
scipy\f2py2e\capi_maps.py,3,733,728,5,3,2005-09-27 11:06:31+00:00,2005-10-18 11:38:24+00:00,0.1,1466.0
scipy\basic\linalg.py,3,546,541,5,3,2005-11-14 12:00:50+00:00,2005-12-16 12:52:24+00:00,0.1,1092.0
weave\scxx\number.h,3,458,229,229,3,2002-09-23 08:07:30+00:00,2004-02-01 11:36:10+00:00,1.4,327.1
scipy_base\tests\test_fastumath.py,3,92,46,46,3,2003-09-25 18:27:10+00:00,2004-02-01 11:36:10+00:00,0.4,184.0
weave\blitz-20001213\blitz\array\where.h,3,586,293,293,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,279.0
weave\blitz-20001213\blitz\array\zip.h,3,248,124,124,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,118.1
numpy\doc\pyrex\c_python.pxd,3,60,20,40,3,2006-03-14 07:53:59+00:00,2007-12-15 18:54:52+00:00,1.8,33.3
numpy\doc\reference\__init__.py,3,24,12,12,3,2008-07-09 08:13:18+00:00,2008-08-23 23:55:01+00:00,0.1,48.0
numpy\core\src\private\npy_import.h,3,42,37,5,3,2015-06-04 18:30:06+00:00,2015-06-19 00:03:54+00:00,0.0,84.0
numpy\core\src\private\npy_partition.h,3,1118,559,559,3,2013-05-18 05:45:04+00:00,2013-10-14 19:54:17+00:00,0.4,2236.0
weave\blitz-20001213\blitz\bench.h,3,422,211,211,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,201.0
weave\blitz-20001213\blitz\benchext.h,3,388,194,194,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,184.8
weave\blitz-20001213\blitz\blitz.h,3,468,234,234,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,222.9
weave\blitz-20001213\blitz\bzdebug.h,3,594,297,297,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,282.9
weave\blitz-20001213\blitz\compiler.h,3,478,239,239,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,227.6
weave\blitz-20001213\blitz\matutri.h,3,492,246,246,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,234.3
numpy\distutils\tests\pyrex_ext\primes.pyx,3,66,22,44,3,2006-02-06 10:29:49+00:00,2016-01-06 19:31:02+00:00,9.9,6.7
numpy\distutils\tests\swig_ext\src\example.c,3,36,4,32,3,2007-08-21 18:36:06+00:00,2016-01-06 19:33:18+00:00,8.4,4.3
numpy\core\tests\test_extint128.py,3,230,228,2,3,2015-08-14 21:04:45+00:00,2017-06-03 12:41:26+00:00,1.8,127.8
scipy\base\tests\test_twodim_base.py,3,33,12,21,3,2005-09-29 10:08:49+00:00,2005-12-26 07:49:25+00:00,0.2,66.0
numpy\dft\info.py,3,33,1,32,3,2006-01-04 21:05:36+00:00,2006-07-12 06:39:51+00:00,0.5,66.0
numpy\lib\convertnumericB.py,3,149,142,7,3,2006-08-04 20:54:57+00:00,2006-08-05 08:59:42+00:00,0.0,298.0
numpy\dft\old.py,3,50,25,25,3,2006-06-09 23:52:23+00:00,2006-07-12 06:42:35+00:00,0.1,100.0
weave\examples\py_none.py,3,64,32,32,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,30.5
weave\wx_info.py,3,34,17,17,3,2002-01-03 19:50:46+00:00,2002-09-12 06:54:21+00:00,0.7,48.6
numpy\fft\setupscons.py,3,32,16,16,3,2008-01-07 02:42:16+00:00,2013-01-13 17:04:44+00:00,5.0,6.4
scipy_base\_scipy_mapping.c,3,597,595,2,3,2004-06-05 05:18:16+00:00,2004-12-03 22:41:55+00:00,0.5,1194.0
scipy_distutils\unixccompiler.py,3,237,151,86,3,2004-02-06 08:33:17+00:00,2004-02-13 23:25:43+00:00,0.0,474.0
weave\tests\test_scxx_sequence.py,3,956,478,478,3,2002-10-10 09:05:34+00:00,2004-02-01 11:36:10+00:00,1.3,735.4
weave\tests\test_scxx_dict.py,3,646,323,323,3,2002-10-10 09:05:34+00:00,2004-02-01 11:36:10+00:00,1.3,496.9
numpy\core\src\multiarray\alloc.h,3,36,36,0,3,2014-05-05 20:13:56+00:00,2017-04-10 13:32:43+00:00,2.9,12.4
weave\scxx\tuple.h,3,292,146,146,3,2002-09-23 08:07:30+00:00,2004-02-01 11:36:10+00:00,1.4,208.6
weave\swigptr2.py,3,2973,2972,1,3,2004-04-20 09:00:55+00:00,2005-04-13 02:34:31+00:00,1.0,2973.0
weave\scxx\str.h,3,140,70,70,3,2002-09-23 08:07:30+00:00,2004-02-01 11:36:10+00:00,1.4,100.0
weave\blitz-20001213\blitz\indexexpr.h,3,572,286,286,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,272.4
weave\blitz-20001213\blitz\tinymat.h,3,444,222,222,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,211.4
weave\tests\test_scxx_object.py,3,1904,952,952,3,2002-10-10 09:05:34+00:00,2004-02-01 11:36:10+00:00,1.3,1464.6
weave\blitz-20001213\blitz\tiny.h,3,218,109,109,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,103.8
weave\blitz-20001213\blitz\timer.h,3,344,172,172,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,163.8
weave\examples\support_code_example.py,3,40,20,20,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,19.0
numpy\distutils\setupscons.py,3,36,18,18,3,2008-01-07 02:44:56+00:00,2013-01-13 17:04:44+00:00,5.0,7.2
weave\examples\md5_speed.py,3,180,90,90,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,85.7
weave\blitz-20001213\blitz\tau.h,3,226,113,113,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,107.6
weave\blitz-20001213\blitz\shapecheck.h,3,282,141,141,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,134.3
weave\blitz-20001213\blitz\reduce.h,3,1718,859,859,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,818.1
